Description,Inside/Outside,Weapon,Latitude,Longitude,HourBin,cluster
COMMON ASSAULT,Outside,HANDS,39.29506,-76.61587,Afternoon,5
AGG. ASSAULT,Inside,OTHER,39.30547,-76.63992,Afternoon,22
AGG. ASSAULT,Inside,OTHER,39.29141,-76.64393,Afternoon,22
COMMON ASSAULT,Inside,HANDS,39.29529,-76.59129,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.33886,-76.70418,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.33886,-76.70418,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.29141,-76.64393,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.28245,-76.65743,Afternoon,5
ROBBERY - CARJACKING,Inside,FIREARM,39.32698,-76.68129,Afternoon,-1
RAPE,Inside,OTHER,39.22887,-76.58883,Evening,-1
AGG. ASSAULT,Outside,OTHER,39.32811,-76.56523,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.3079,-76.65504,Evening,8
AGG. ASSAULT,Outside,KNIFE,39.28619,-76.64695,Evening,17
AGG. ASSAULT,Inside,OTHER,39.294,-76.57776,Evening,18
COMMON ASSAULT,Inside,HANDS,39.37067,-76.60984,Evening,8
AGG. ASSAULT,Outside,FIREARM,39.30994,-76.64459,Evening,21
AGG. ASSAULT,Inside,FIREARM,39.29614,-76.58422,Evening,54
AGG. ASSAULT,Outside,FIREARM,39.35415,-76.54476,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.32623,-76.60392,Evening,8
COMMON ASSAULT,Inside,HANDS,39.31359,-76.60526,Evening,8
COMMON ASSAULT,Outside,HANDS,39.3085,-76.59636,Evening,11
ROBBERY - STREET,Inside,FIREARM,39.29379,-76.57484,Evening,-1
AGG. ASSAULT,Outside,FIREARM,39.23452,-76.59798,Night,-1
ROBBERY - STREET,Outside,FIREARM,39.3674,-76.5723,Night,-1
AGG. ASSAULT,Inside,OTHER,39.28019,-76.63602,Night,32
COMMON ASSAULT,Inside,HANDS,39.31236,-76.58918,Night,0
RAPE,Outside,OTHER,39.23775,-76.61142,Night,-1
ROBBERY - COMMERCIAL,Inside,FIREARM,39.29839,-76.61407,Night,51
COMMON ASSAULT,Inside,HANDS,39.30906,-76.64628,Night,0
COMMON ASSAULT,Inside,HANDS,39.29625,-76.58139,Night,0
RAPE,Inside,OTHER,39.23022,-76.60249,Night,-1
COMMON ASSAULT,Outside,HANDS,39.30993,-76.64082,Night,26
ROBBERY - COMMERCIAL,Outside,OTHER,39.29505,-76.56962,Morning,-1
COMMON ASSAULT,Outside,HANDS,39.29061,-76.62986,Morning,13
COMMON ASSAULT,Outside,HANDS,39.33447,-76.66263,Morning,13
ROBBERY - COMMERCIAL,Inside,KNIFE,39.31351,-76.59872,Morning,-1
AGG. ASSAULT,Outside,OTHER,39.28665,-76.59331,Afternoon,16
COMMON ASSAULT,Outside,HANDS,39.28665,-76.59331,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.2771,-76.60701,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.34508,-76.59938,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.28265,-76.64511,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.32531,-76.60681,Afternoon,7
ROBBERY - CARJACKING,Outside,OTHER,39.29115,-76.62861,Afternoon,-1
AGG. ASSAULT,Inside,KNIFE,39.24434,-76.62157,Afternoon,-1
ROBBERY - STREET,Inside,KNIFE,39.28898,-76.59373,Afternoon,-1
RAPE,Inside,OTHER,39.31578,-76.60698,Afternoon,-1
AGG. ASSAULT,Outside,OTHER,39.31738,-76.60942,Afternoon,16
AGG. ASSAULT,Outside,HANDS,39.35653,-76.60927,Afternoon,-1
COMMON ASSAULT,Outside,HANDS,39.33778,-76.5522,Afternoon,5
AGG. ASSAULT,Outside,KNIFE,39.35416,-76.55773,Afternoon,-1
COMMON ASSAULT,Outside,HANDS,39.35416,-76.55773,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.29678,-76.63482,Evening,8
AGG. ASSAULT,Outside,OTHER,39.29411,-76.65499,Evening,10
AGG. ASSAULT,Outside,OTHER,39.30715,-76.67243,Evening,10
AGG. ASSAULT,Outside,OTHER,39.30192,-76.63277,Evening,10
AGG. ASSAULT,Outside,OTHER,39.33774,-76.68939,Evening,10
COMMON ASSAULT,Outside,HANDS,39.33212,-76.64973,Evening,11
AGG. ASSAULT,Outside,KNIFE,39.32828,-76.56221,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.30887,-76.64719,Evening,8
AGG. ASSAULT,Inside,KNIFE,39.33046,-76.68731,Evening,12
ROBBERY - STREET,Outside,KNIFE,39.25466,-76.6342,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.29026,-76.5383,Evening,8
COMMON ASSAULT,Inside,HANDS,39.30062,-76.62477,Evening,8
COMMON ASSAULT,Inside,HANDS,39.30341,-76.61759,Evening,8
AGG. ASSAULT,Outside,FIREARM,39.31591,-76.5785,Evening,21
ROBBERY - STREET,Outside,FIREARM,39.31495,-76.56836,Evening,9
ROBBERY - STREET,Outside,FIREARM,39.32285,-76.67427,Night,2
COMMON ASSAULT,Inside,HANDS,39.30913,-76.64308,Night,0
COMMON ASSAULT,Inside,HANDS,39.27038,-76.61164,Night,0
AGG. ASSAULT,Inside,HANDS,39.35262,-76.66818,Night,-1
AGG. ASSAULT,Outside,OTHER,39.31121,-76.61644,Night,3
COMMON ASSAULT,Outside,HANDS,39.29882,-76.58362,Night,26
RAPE,Inside,OTHER,39.28193,-76.63667,Night,-1
COMMON ASSAULT,Inside,HANDS,39.25472,-76.65038,Night,0
COMMON ASSAULT,Inside,HANDS,39.29293,-76.58586,Morning,1
COMMON ASSAULT,Inside,HANDS,39.36771,-76.57148,Morning,1
COMMON ASSAULT,Outside,HANDS,39.29429,-76.59881,Morning,13
COMMON ASSAULT,Inside,HANDS,39.24882,-76.63984,Morning,1
AGG. ASSAULT,Inside,FIREARM,39.30365,-76.63273,Afternoon,-1
RAPE,Inside,OTHER,39.30934,-76.64499,Afternoon,76
COMMON ASSAULT,Inside,HANDS,39.32547,-76.60399,Afternoon,7
AGG. ASSAULT,Inside,KNIFE,39.32103,-76.59285,Afternoon,23
AGG. ASSAULT,Inside,FIREARM,39.29284,-76.60156,Afternoon,-1
ROBBERY - RESIDENCE,Inside,FIREARM,39.29284,-76.60156,Afternoon,-1
ROBBERY - RESIDENCE,Inside,FIREARM,39.29284,-76.60156,Afternoon,-1
AGG. ASSAULT,Inside,FIREARM,39.29284,-76.60156,Afternoon,-1
AGG. ASSAULT,Inside,FIREARM,39.29284,-76.60156,Afternoon,-1
ROBBERY - RESIDENCE,Inside,FIREARM,39.29284,-76.60156,Afternoon,-1
ROBBERY - RESIDENCE,Inside,FIREARM,39.29284,-76.60156,Afternoon,-1
COMMON ASSAULT,Outside,HANDS,39.32522,-76.68223,Afternoon,5
COMMON ASSAULT,Outside,HANDS,39.2919,-76.65084,Afternoon,5
COMMON ASSAULT,Outside,HANDS,39.30469,-76.58504,Afternoon,5
ROBBERY - COMMERCIAL,Inside,FIREARM,39.35107,-76.56247,Afternoon,-1
ROBBERY - COMMERCIAL,Inside,FIREARM,39.35131,-76.56226,Afternoon,-1
COMMON ASSAULT,Outside,HANDS,39.29131,-76.6101,Afternoon,5
COMMON ASSAULT,Outside,HANDS,39.28247,-76.53767,Evening,11
COMMON ASSAULT,Inside,HANDS,39.32296,-76.68062,Evening,8
COMMON ASSAULT,Outside,HANDS,39.31324,-76.64541,Evening,11
COMMON ASSAULT,Outside,HANDS,39.35877,-76.53903,Evening,11
COMMON ASSAULT,Inside,HANDS,39.29931,-76.60451,Evening,8
ROBBERY - STREET,Outside,FIREARM,39.29121,-76.62861,Evening,9
ROBBERY - COMMERCIAL,Inside,FIREARM,39.3222,-76.60942,Evening,37
COMMON ASSAULT,Outside,HANDS,39.31259,-76.58306,Evening,11
COMMON ASSAULT,Outside,HANDS,39.3187,-76.62288,Evening,11
RAPE,Inside,OTHER,39.2826,-76.63208,Evening,-1
COMMON ASSAULT,Outside,HANDS,39.29829,-76.59718,Evening,11
AGG. ASSAULT,Outside,OTHER,39.29829,-76.59718,Evening,10
AGG. ASSAULT,Outside,OTHER,39.29678,-76.58172,Evening,10
COMMON ASSAULT,Inside,HANDS,39.34153,-76.6,Evening,8
COMMON ASSAULT,Outside,HANDS,39.25301,-76.64647,Evening,11
ROBBERY - STREET,Outside,FIREARM,39.31406,-76.62939,Evening,9
ROBBERY - STREET,Outside,FIREARM,39.26827,-76.65009,Evening,9
AGG. ASSAULT,Outside,FIREARM,39.26827,-76.65009,Evening,21
COMMON ASSAULT,Inside,HANDS,39.3098,-76.57309,Afternoon,7
AGG. ASSAULT,Outside,OTHER,39.30933,-76.60251,Evening,10
COMMON ASSAULT,Inside,HANDS,39.23318,-76.6018,Evening,8
COMMON ASSAULT,Inside,HANDS,39.29756,-76.64802,Night,0
COMMON ASSAULT,Inside,HANDS,39.28447,-76.65196,Night,0
COMMON ASSAULT,Inside,HANDS,39.29634,-76.56761,Night,0
COMMON ASSAULT,Outside,HANDS,39.29445,-76.66604,Night,26
AGG. ASSAULT,Outside,FIREARM,39.30524,-76.57488,Night,33
COMMON ASSAULT,Inside,HANDS,39.2995,-76.64933,Morning,1
RAPE,Outside,OTHER,39.24717,-76.63425,Morning,-1
ROBBERY - STREET,Outside,FIREARM,39.31202,-76.60091,Morning,14
ROBBERY - STREET,Outside,OTHER,39.31854,-76.61843,Morning,-1
ROBBERY - STREET,Outside,FIREARM,39.2955,-76.65051,Morning,-1
COMMON ASSAULT,Outside,HANDS,39.34256,-76.60638,Afternoon,5
COMMON ASSAULT,Outside,HANDS,39.28995,-76.54295,Afternoon,5
AGG. ASSAULT,Outside,FIREARM,39.32829,-76.60928,Afternoon,31
COMMON ASSAULT,Outside,HANDS,39.23601,-76.60351,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.34784,-76.66876,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.23806,-76.60974,Afternoon,7
AGG. ASSAULT,Inside,OTHER,39.35683,-76.57732,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.31748,-76.57266,Evening,8
AGG. ASSAULT,Inside,OTHER,39.30136,-76.62563,Evening,18
AGG. ASSAULT,Inside,OTHER,39.32643,-76.54796,Evening,18
COMMON ASSAULT,Inside,HANDS,39.29202,-76.61545,Evening,8
COMMON ASSAULT,Inside,HANDS,39.29202,-76.61545,Evening,8
COMMON ASSAULT,Inside,HANDS,39.28467,-76.53429,Evening,8
COMMON ASSAULT,Inside,HANDS,39.29618,-76.57996,Night,0
COMMON ASSAULT,Outside,HANDS,39.28106,-76.59479,Night,26
COMMON ASSAULT,Outside,HANDS,39.28106,-76.59479,Night,26
RAPE,Outside,OTHER,39.34062,-76.58996,Night,-1
AGG. ASSAULT,Inside,OTHER,39.31269,-76.60608,Night,32
COMMON ASSAULT,Outside,HANDS,39.28135,-76.65253,Night,26
COMMON ASSAULT,Inside,HANDS,39.36578,-76.60554,Night,0
AGG. ASSAULT,Outside,KNIFE,39.35401,-76.70313,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.35831,-76.58376,Morning,1
COMMON ASSAULT,Inside,HANDS,39.29115,-76.60456,Morning,1
COMMON ASSAULT,Inside,HANDS,39.29115,-76.60456,Morning,1
COMMON ASSAULT,Outside,HANDS,39.28253,-76.59122,Morning,13
AGG. ASSAULT,Outside,FIREARM,39.30695,-76.62839,Morning,-1
AGG. ASSAULT,Outside,FIREARM,39.30695,-76.62839,Morning,-1
AGG. ASSAULT,Inside,KNIFE,39.27054,-76.61287,Afternoon,-1
AGG. ASSAULT,Inside,KNIFE,39.27054,-76.61287,Afternoon,-1
ROBBERY - STREET,Outside,FIREARM,39.32101,-76.65451,Afternoon,6
ROBBERY - COMMERCIAL,Outside,FIREARM,39.30887,-76.67243,Afternoon,-1
ROBBERY - COMMERCIAL,Outside,FIREARM,39.30887,-76.67243,Afternoon,-1
ROBBERY - STREET,Outside,OTHER,39.28865,-76.63819,Afternoon,-1
AGG. ASSAULT,Outside,KNIFE,39.30433,-76.59431,Afternoon,29
COMMON ASSAULT,Inside,HANDS,39.34048,-76.60472,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.29112,-76.63072,Afternoon,7
ROBBERY - COMMERCIAL,Inside,FIREARM,39.32212,-76.54792,Evening,-1
AGG. ASSAULT,Outside,OTHER,39.29751,-76.6493,Evening,10
AGG. ASSAULT,Outside,FIREARM,39.31923,-76.55172,Evening,21
COMMON ASSAULT,Outside,HANDS,39.2991,-76.57655,Evening,11
AGG. ASSAULT,Outside,OTHER,39.31626,-76.54753,Evening,57
AGG. ASSAULT,Outside,KNIFE,39.30679,-76.64802,Evening,17
COMMON ASSAULT,Inside,HANDS,39.3118,-76.6446,Evening,8
ROBBERY - STREET,Outside,FIREARM,39.33731,-76.63834,Evening,9
COMMON ASSAULT,Outside,HANDS,39.30084,-76.58469,Evening,11
ROBBERY - STREET,Outside,FIREARM,39.29007,-76.56929,Evening,9
COMMON ASSAULT,Inside,HANDS,39.35075,-76.69467,Evening,8
COMMON ASSAULT,Outside,HANDS,39.28136,-76.54076,Evening,11
COMMON ASSAULT,Outside,HANDS,39.28136,-76.54076,Evening,11
AGG. ASSAULT,Outside,FIREARM,39.27782,-76.61747,Night,33
AGG. ASSAULT,Outside,OTHER,39.29475,-76.60355,Night,3
AGG. ASSAULT,Outside,FIREARM,39.27782,-76.61747,Night,33
COMMON ASSAULT,Outside,HANDS,39.28175,-76.65155,Night,26
AGG. ASSAULT,Inside,KNIFE,39.30915,-76.66314,Night,36
COMMON ASSAULT,Inside,HANDS,39.27883,-76.6584,Night,0
AGG. ASSAULT,Outside,KNIFE,39.29037,-76.54491,Night,-1
COMMON ASSAULT,Inside,HANDS,39.30063,-76.59632,Night,0
AGG. ASSAULT,Inside,OTHER,39.29943,-76.5823,Night,32
AGG. ASSAULT,Outside,OTHER,39.30645,-76.57857,Night,3
COMMON ASSAULT,Inside,HANDS,39.28759,-76.54021,Night,0
AGG. ASSAULT,Outside,KNIFE,39.2872,-76.55803,Night,4
AGG. ASSAULT,Outside,KNIFE,39.2872,-76.55803,Night,4
COMMON ASSAULT,Inside,HANDS,39.28068,-76.63099,Night,0
COMMON ASSAULT,Inside,HANDS,39.32931,-76.56395,Night,0
COMMON ASSAULT,Inside,HANDS,39.32931,-76.56395,Night,0
AGG. ASSAULT,Outside,HANDS,39.32377,-76.59583,Night,-1
COMMON ASSAULT,Outside,HANDS,39.29697,-76.6265,Morning,13
COMMON ASSAULT,Inside,HANDS,39.29689,-76.5789,Morning,1
AGG. ASSAULT,Inside,OTHER,39.30154,-76.5796,Morning,15
COMMON ASSAULT,Inside,HANDS,39.3376,-76.60115,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.28981,-76.60882,Afternoon,5
ROBBERY - STREET,Outside,FIREARM,39.28956,-76.58596,Afternoon,6
COMMON ASSAULT,Inside,HANDS,39.28861,-76.59663,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.2887,-76.63678,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.29986,-76.59767,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.31663,-76.63242,Afternoon,7
AGG. ASSAULT,Inside,HANDS,39.28632,-76.60344,Evening,19
COMMON ASSAULT,Outside,HANDS,39.28639,-76.64233,Evening,11
COMMON ASSAULT,Inside,HANDS,39.33974,-76.54022,Evening,8
COMMON ASSAULT,Outside,HANDS,39.29132,-76.63022,Evening,11
COMMON ASSAULT,Outside,HANDS,39.34843,-76.67491,Evening,11
COMMON ASSAULT,Outside,HANDS,39.28775,-76.65671,Evening,11
ROBBERY - STREET,Outside,FIREARM,39.30476,-76.62103,Evening,9
AGG. ASSAULT,Outside,FIREARM,39.32968,-76.5655,Evening,21
AGG. ASSAULT,Outside,FIREARM,39.32968,-76.5655,Evening,21
AGG. ASSAULT,Inside,KNIFE,39.30543,-76.62822,Evening,12
COMMON ASSAULT,Outside,HANDS,39.33803,-76.66528,Evening,11
ROBBERY - STREET,Outside,KNIFE,39.32755,-76.68253,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.31516,-76.63463,Evening,8
COMMON ASSAULT,Outside,HANDS,39.30539,-76.5494,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.2876,-76.63728,Afternoon,7
AGG. ASSAULT,Outside,KNIFE,39.31131,-76.6135,Afternoon,29
AGG. ASSAULT,Inside,OTHER,39.35992,-76.55841,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.23539,-76.59714,Evening,8
AGG. ASSAULT,Inside,OTHER,39.29431,-76.58929,Night,32
COMMON ASSAULT,Inside,HANDS,39.30064,-76.60269,Night,0
COMMON ASSAULT,Inside,HANDS,39.29139,-76.63018,Night,0
COMMON ASSAULT,Inside,HANDS,39.29507,-76.62904,Night,0
COMMON ASSAULT,Outside,HANDS,39.29355,-76.57096,Night,26
COMMON ASSAULT,Outside,HANDS,39.32002,-76.65634,Night,26
COMMON ASSAULT,Outside,HANDS,39.32002,-76.65634,Night,26
COMMON ASSAULT,Outside,HANDS,39.30845,-76.58569,Night,26
AGG. ASSAULT,Inside,HANDS,39.28814,-76.54563,Night,-1
AGG. ASSAULT,Outside,KNIFE,39.26265,-76.66219,Night,-1
AGG. ASSAULT,Outside,KNIFE,39.26265,-76.66219,Night,-1
AGG. ASSAULT,Inside,HANDS,39.34001,-76.66308,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.29861,-76.58776,Morning,1
ROBBERY - CARJACKING,Outside,FIREARM,39.29216,-76.64269,Afternoon,-1
AGG. ASSAULT,Outside,KNIFE,39.30887,-76.58422,Afternoon,29
AGG. ASSAULT,Inside,OTHER,39.31093,-76.64166,Afternoon,22
COMMON ASSAULT,Inside,HANDS,39.33235,-76.69861,Afternoon,7
AGG. ASSAULT,Outside,OTHER,39.3187,-76.62288,Afternoon,16
COMMON ASSAULT,Outside,HANDS,39.31407,-76.60724,Afternoon,5
RAPE,Inside,OTHER,39.29662,-76.60504,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.29607,-76.57782,Evening,8
COMMON ASSAULT,Inside,HANDS,39.28976,-76.61015,Evening,8
AGG. ASSAULT,Inside,OTHER,39.34722,-76.68046,Evening,18
COMMON ASSAULT,Inside,HANDS,39.27109,-76.59169,Evening,8
AGG. ASSAULT,Outside,OTHER,39.30117,-76.58525,Evening,10
AGG. ASSAULT,Outside,HANDS,39.32158,-76.62349,Evening,-1
COMMON ASSAULT,Outside,HANDS,39.32142,-76.6768,Evening,11
AGG. ASSAULT,Inside,FIREARM,39.35025,-76.59784,Evening,-1
AGG. ASSAULT,Inside,KNIFE,39.32728,-76.6111,Evening,12
ROBBERY - STREET,Outside,FIREARM,39.3388,-76.66442,Evening,9
COMMON ASSAULT,Inside,HANDS,39.3065,-76.67366,Evening,8
AGG. ASSAULT,Inside,OTHER,39.3065,-76.67366,Evening,18
AGG. ASSAULT,Outside,OTHER,39.29271,-76.62858,Evening,10
COMMON ASSAULT,Inside,HANDS,39.31002,-76.64293,Morning,1
AGG. ASSAULT,Inside,KNIFE,39.30317,-76.59538,Morning,44
COMMON ASSAULT,Inside,HANDS,39.23169,-76.59612,Morning,1
AGG. ASSAULT,Inside,OTHER,39.33968,-76.69459,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.3216,-76.6737,Morning,1
COMMON ASSAULT,Inside,HANDS,39.33796,-76.55911,Morning,1
COMMON ASSAULT,Inside,HANDS,39.32909,-76.53022,Night,0
COMMON ASSAULT,Outside,HANDS,39.26199,-76.64064,Night,26
ROBBERY - STREET,Outside,FIREARM,39.33635,-76.61058,Night,2
AGG. ASSAULT,Inside,KNIFE,39.28462,-76.59112,Night,36
ROBBERY - COMMERCIAL,Outside,FIREARM,39.35617,-76.70252,Night,-1
AGG. ASSAULT,Inside,HANDS,39.2947,-76.66497,Night,-1
COMMON ASSAULT,Inside,HANDS,39.37189,-76.56101,Night,0
AGG. ASSAULT,Inside,KNIFE,39.2894,-76.60669,Night,36
AGG. ASSAULT,Inside,HANDS,39.31128,-76.63791,Night,75
AGG. ASSAULT,Outside,KNIFE,39.27147,-76.53032,Night,-1
AGG. ASSAULT,Outside,FIREARM,39.28415,-76.68764,Night,-1
COMMON ASSAULT,Inside,HANDS,39.33575,-76.60572,Night,0
AGG. ASSAULT,Outside,OTHER,39.32582,-76.6827,Morning,-1
ROBBERY - COMMERCIAL,Inside,FIREARM,39.25807,-76.663,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.23582,-76.60061,Morning,1
COMMON ASSAULT,Inside,HANDS,39.29105,-76.63255,Morning,1
COMMON ASSAULT,Inside,HANDS,39.32304,-76.59262,Morning,1
AGG. ASSAULT,Inside,OTHER,39.31639,-76.5433,Afternoon,-1
AGG. ASSAULT,Inside,KNIFE,39.29238,-76.63973,Afternoon,23
COMMON ASSAULT,Inside,HANDS,39.30785,-76.59677,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.33405,-76.63812,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.30428,-76.64621,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.34253,-76.68048,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.29861,-76.58776,Afternoon,7
AGG. ASSAULT,Inside,FIREARM,39.33238,-76.60789,Afternoon,-1
AGG. ASSAULT,Inside,FIREARM,39.33238,-76.60789,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.30545,-76.57426,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.35337,-76.60985,Afternoon,7
AGG. ASSAULT,Outside,HANDS,39.28422,-76.65457,Afternoon,-1
AGG. ASSAULT,Outside,KNIFE,39.28338,-76.59353,Afternoon,29
AGG. ASSAULT,Inside,OTHER,39.34524,-76.65945,Evening,18
AGG. ASSAULT,Inside,HANDS,39.30348,-76.63453,Evening,19
AGG. ASSAULT,Outside,OTHER,39.29339,-76.65937,Evening,10
AGG. ASSAULT,Outside,KNIFE,39.30178,-76.62531,Evening,17
AGG. ASSAULT,Inside,FIREARM,39.25528,-76.65107,Evening,-1
AGG. ASSAULT,Inside,KNIFE,39.33153,-76.60603,Evening,12
COMMON ASSAULT,Outside,HANDS,39.29932,-76.60494,Evening,11
COMMON ASSAULT,Outside,HANDS,39.34797,-76.6777,Evening,11
AGG. ASSAULT,Outside,FIREARM,39.35952,-76.58856,Evening,-1
AGG. ASSAULT,Outside,FIREARM,39.29553,-76.64737,Evening,21
ROBBERY - STREET,Outside,FIREARM,39.28056,-76.63039,Evening,9
ROBBERY - STREET,Outside,FIREARM,39.28056,-76.63039,Evening,9
COMMON ASSAULT,Outside,HANDS,39.29063,-76.56678,Night,26
COMMON ASSAULT,Inside,HANDS,39.31046,-76.64992,Night,0
COMMON ASSAULT,Inside,HANDS,39.29854,-76.57303,Night,0
AGG. ASSAULT,Outside,FIREARM,39.29988,-76.64645,Night,33
AGG. ASSAULT,Outside,FIREARM,39.29988,-76.64645,Night,33
COMMON ASSAULT,Inside,HANDS,39.32222,-76.6859,Night,0
COMMON ASSAULT,Outside,HANDS,39.31731,-76.56833,Night,26
AGG. ASSAULT,Inside,FIREARM,39.29354,-76.65505,Night,-1
AGG. ASSAULT,Outside,FIREARM,39.32358,-76.68689,Night,62
AGG. ASSAULT,Outside,FIREARM,39.32358,-76.68689,Night,62
AGG. ASSAULT,Outside,FIREARM,39.32358,-76.68689,Night,62
COMMON ASSAULT,Inside,HANDS,39.27214,-76.54303,Night,0
COMMON ASSAULT,Outside,HANDS,39.36311,-76.62034,Night,26
AGG. ASSAULT,Outside,OTHER,39.27714,-76.56921,Night,3
ROBBERY - RESIDENCE,Inside,KNIFE,39.35475,-76.70995,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.32402,-76.59318,Morning,1
AGG. ASSAULT,Inside,OTHER,39.29905,-76.63934,Morning,15
COMMON ASSAULT,Outside,HANDS,39.30488,-76.58129,Morning,13
COMMON ASSAULT,Inside,HANDS,39.29693,-76.58718,Morning,1
COMMON ASSAULT,Inside,HANDS,39.30809,-76.66921,Morning,1
COMMON ASSAULT,Inside,HANDS,39.30809,-76.66921,Morning,1
AGG. ASSAULT,Outside,KNIFE,39.28858,-76.63699,Afternoon,29
COMMON ASSAULT,Outside,HANDS,39.29131,-76.6101,Afternoon,5
AGG. ASSAULT,Inside,HANDS,39.32263,-76.68439,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.3219,-76.56459,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.23587,-76.60863,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.28968,-76.61201,Afternoon,5
COMMON ASSAULT,Outside,HANDS,39.30923,-76.67091,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.31358,-76.60954,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.30611,-76.58491,Evening,11
COMMON ASSAULT,Outside,HANDS,39.30893,-76.58423,Evening,11
COMMON ASSAULT,Inside,HANDS,39.33796,-76.55911,Evening,8
ROBBERY - STREET,Outside,OTHER,39.29192,-76.5846,Evening,34
COMMON ASSAULT,Inside,HANDS,39.31222,-76.60515,Evening,8
AGG. ASSAULT,Inside,KNIFE,39.285,-76.61309,Evening,12
ROBBERY - STREET,Outside,FIREARM,39.35175,-76.70819,Evening,9
AGG. ASSAULT,Inside,FIREARM,39.30019,-76.60352,Evening,54
AGG. ASSAULT,Outside,FIREARM,39.34458,-76.67361,Evening,21
COMMON ASSAULT,Inside,HANDS,39.30655,-76.59086,Evening,8
ROBBERY - COMMERCIAL,Inside,FIREARM,39.3066,-76.6472,Evening,28
AGG. ASSAULT,Inside,OTHER,39.3291,-76.65576,Evening,18
AGG. ASSAULT,Outside,FIREARM,39.28132,-76.63041,Evening,21
AGG. ASSAULT,Inside,FIREARM,39.34217,-76.678,Night,-1
AGG. ASSAULT,Outside,OTHER,39.28763,-76.65821,Night,3
COMMON ASSAULT,Inside,HANDS,39.28404,-76.56871,Night,0
COMMON ASSAULT,Inside,HANDS,39.28404,-76.56871,Night,0
ROBBERY - STREET,Outside,FIREARM,39.30533,-76.59809,Night,2
ROBBERY - STREET,Outside,FIREARM,39.30533,-76.59809,Night,2
COMMON ASSAULT,Inside,HANDS,39.2883,-76.62083,Night,0
COMMON ASSAULT,Inside,HANDS,39.2883,-76.62083,Night,0
AGG. ASSAULT,Inside,KNIFE,39.298,-76.57867,Night,36
COMMON ASSAULT,Inside,HANDS,39.30693,-76.65498,Morning,1
COMMON ASSAULT,Outside,HANDS,39.30939,-76.60081,Morning,13
ROBBERY - STREET,Outside,FIREARM,39.31533,-76.61462,Morning,14
ROBBERY - RESIDENCE,Inside,OTHER,39.31561,-76.62225,Afternoon,-1
ROBBERY - STREET,Outside,KNIFE,39.28443,-76.56705,Afternoon,35
AGG. ASSAULT,Outside,KNIFE,39.32473,-76.55901,Afternoon,-1
AGG. ASSAULT,Outside,FIREARM,39.30093,-76.5838,Afternoon,31
ROBBERY - STREET,Outside,KNIFE,39.28575,-76.63053,Afternoon,39
AGG. ASSAULT,Inside,HANDS,39.3156,-76.65926,Afternoon,-1
AGG. ASSAULT,Outside,FIREARM,39.33048,-76.69936,Afternoon,-1
AGG. ASSAULT,Outside,FIREARM,39.33048,-76.69936,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.35532,-76.5743,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.30853,-76.58151,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.30051,-76.64758,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.30051,-76.64758,Afternoon,7
AGG. ASSAULT,Outside,OTHER,39.35127,-76.5347,Evening,-1
