Console,Title,US Sales (millions),YearReleased,Publisher,Genre,Sequel,Re-release,Usedprice,Review Score,MaxPlayers,Online,Multiplatform,SubGenres,AgeRating
Nintendo DS,Yoshi Touch & Go,0.36,2005,Nintendo,Action,1,0,17.95,73,1,0,0,Action|Platform|ThirdPerson,E
X360,Tiger Woods PGA Tour 06,0.33,2005,EA,Sports,1,0,9.95,71,4,1,0,Sports|Golf|ThirdPerson,E
X360,Condemned: Criminal Origins,0.33,2005,Sega,"Action, Adventure",0,0,14.95,81,1,0,0,Action|Adventure|Detective|Fighting|Horror|Shooter|FirstPerson,M
X360,Peter Jackson's King Kong: The Official Game of...,0.32,2005,Ubisoft,Action,0,0,14.95,80,2,0,1,Action|Fighting|Shooter|FirstPerson|ThirdPerson,T
Nintendo DS,Castlevania: Dawn of Sorrow,0.31,2005,Konami,"Action, Role-Playing (RPG)",1,0,17.95,89,1,0,0,Action|RPG|Puzzle|Shooter|Platform|SideScrolling|ThirdPerson,T
Nintendo DS,SpongeBob SquarePants: The Yellow Avenger,0.31,2005,THQ,Action,0,0,13.95,67,1,0,1,Action|Puzzle|Platform|SideScrolling|ThirdPerson,E
Sony PSP,Marvel Nemesis: Rise of the Imperfects ,0.31,2005,EA,Action,0,0,17.95,58,1,1,1,Action|Comics|Fighting|SciFi|ThirdPerson,T
X360,Kameo: Elements of Power,0.31,2005,Microsoft,Action,0,0,11.95,79,1,1,0,Action|MedievalFantasy|Puzzle|Platform,T
Nintendo DS,Advance Wars: Dual Strike,0.3,2005,Nintendo,Strategy,1,0,17.95,90,1,0,0,Strategy|TurnBased|Isometric,E
Nintendo DS,Trauma Center: Under the Knife,0.3,2005,Nintendo,"Action, Simulation",0,0,15.95,81,1,0,0,Action|Simulation|Anime|Arcade|Puzzle|SciFi|FirstPerson,T
Sony PSP,Coded Arms,0.3,2005,Konami,Action,0,0,12.95,59,1,1,0,Action|Cyberpunk|RealTime|SciFi|FirstPerson,T
X360,NBA LIVE 06 ,0.29,2005,EA,Sports,1,0,4.95,64,1,0,1,Sports,E
X360,Tony Hawk's American Wasteland,0.29,2005,Activision,Sports,1,0,14.95,75,1,1,1,Sports|Skateboarding|ThirdPerson,T
Nintendo DS,Star Wars: Episode III - Revenge of the Sith,0.28,2005,Ubisoft,Action,1,0,16.95,73,1,0,0,Action|Fighting|Flight|SciFi|SideScrolling|ThirdPerson,T
Sony PSP,Capcom Classics Collection Remixed,0.28,2005,Capcom,Action,0,1,17.95,72,1,1,0,Action|Fighting|Flight|HistoricalBattle|FirstPerson|Isometric|SideScrolling|TopDown|ThirdPerson,T
Nintendo DS,Madagascar,0.27,2005,Activision,Adventure,0,0,14.95,66,1,0,1,Adventure|Puzzle|Platform|SideScrolling|ThirdPerson,Unknown
Sony PSP,X-Men: Legends II - Rise of Apocalypse,0.27,2005,Activision,"Action, Role-Playing (RPG)",1,0,17.95,84,1,1,1,Action|RPG|Comics|Fighting|Isometric|ThirdPerson,T
X360,Quake 4,0.27,2005,Activision,Action,1,0,14.95,75,1,1,0,Action|SciFi|Shooter|FirstPerson,M
Nintendo DS,Pokemon Trozei!,0.26,2005,Nintendo,Strategy,0,0,19.95,74,1,0,0,Strategy|Puzzle|RealTime|TopDown,E
Nintendo DS,Need for Speed: Most Wanted,0.25,2005,EA,Racing / Driving,1,0,15.95,45,1,0,1,Racing|FirstPerson|ThirdPerson,E
Sony PSP,Mega Man Maverick Hunter X,0.25,2005,Capcom,Action,0,1,17.95,79,1,0,0,Action|SciFi|Platform|SideScrolling|ThirdPerson,E
Sony PSP,MLB,0.24,2005,Sony,Sports,0,0,9.95,80,1,0,0,Sports|Baseball|ThirdPerson,E
Sony PSP,NBA Street Showdown,0.22,2005,EA,Sports,1,0,17.95,75,4,1,0,Sports|Basketball|Tricks|ThirdPerson,E
Nintendo DS,Metroid Prime Pinball,0.22,2005,Nintendo,"Action, Simulation",1,0,17.95,79,1,0,0,Action|Simulation|Pinball|SciFi|TopDown|ThirdPerson,E
Sony PSP,NBA 06,0.22,2005,Sony,Sports,1,0,9.95,72,1,1,1,Sports|Basketball|ThirdPerson,E
X360,GUN ,0.22,2005,Activision,"Action, Racing / Driving, Role-Playing (RPG)",0,0,19.95,75,1,0,1,Action|Racing|RPG,M
X360,NBA 2K6 ,0.22,2005,2K,Sports,1,0,4.95,81,1,0,1,Sports,E
Sony PSP,Pinball Hall of Fame: The Gottlieb Collection,0.21,2005,"Crave Entertainment, Inc., Play It Ltd, System 3 Software, Ltd.",Action,1,0,9.95,73,4,1,1,Action|Pinball|FirstPerson,E
Nintendo DS,Harry Potter and the Goblet of Fire,0.21,2005,EA,Action,1,0,17.95,68,1,0,1,Action|MedievalFantasy|Puzzle|RhythmAction|TopDown|ThirdPerson,Unknown
Nintendo DS,Tony Hawk's American Sk8land,0.21,2005,Activision,Sports,1,0,16.95,84,1,1,1,Sports|Skateboarding|ThirdPerson,E
Sony PSP,Midway Arcade Treasures: Extended Play,0.21,2005,Midway,"Action, Racing / Driving, Sports",0,1,14.95,63,1,1,0,Action|Racing|Sports|Fighting|MartialArts|MedievalFantasy|Puzzle|SciFi|Shooter|Skateboarding|Platform|SideScrolling|TopDown,M
Sony PSP,MVP Baseball,0.21,2005,EA,Sports,0,0,4.95,67,1,1,1,Sports|Baseball,E
Sony PSP,NBA,0.21,2005,Sony,Sports,0,0,9.95,57,1,0,0,Sports|Basketball|ThirdPerson,E
Sony PSP,Tiger Woods PGA Tour,0.21,2005,EA,Sports,0,0,17.95,78,1,1,0,Sports|Golf|ThirdPerson,E
Sony PSP,World Series of Poker,0.21,2005,Activision,"Sports, Strategy",0,0,14.95,37,1,1,1,Sports|Strategy|Cards|Casino|TopDown|ThirdPerson,E
Sony PSP,SSX on Tour,0.2,2005,EA,Sports,1,0,16.95,79,1,1,1,Sports|Snowboarding|Tricks|ThirdPerson,E
Sony PSP,Tiger Woods PGA Tour 06,0.2,2005,EA,Sports,1,0,9.95,80,1,1,0,Sports|Golf|ThirdPerson,E
Sony PSP,Death Jr.,0.19,2005,Konami,Action,0,0,9.95,61,1,0,0,Action|ThirdPerson,T
Sony PSP,Harry Potter and the Goblet of Fire,0.19,2005,EA,Action,1,0,17.95,70,1,1,1,Action|MedievalFantasy|Puzzle|RhythmAction|ThirdPerson,Unknown
Sony PSP,MediEvil Resurrection,0.19,2005,Sony,Action,1,0,17.95,66,1,0,0,Action,T
Nintendo DS,"The Chronicles of Narnia: The Lion, the Witch a...",0.18,2005,"Buena Vista Games, Inc.","Action, Role-Playing (RPG)",0,0,12.95,65,1,0,1,Action|RPG|Fighting|MedievalFantasy|Isometric,Unknown
Nintendo DS,Shrek SuperSlam,0.18,2005,Activision,Action,0,0,11.95,56,1,0,1,Action|Platform|ThirdPerson,Unknown
Sony PSP,Virtua Tennis: World Tour,0.18,2005,Sega,Sports,1,0,14.95,84,1,1,1,Sports|Arcade|Tennis|ThirdPerson,E
Sony PSP,Prince of Persia: Revelations,0.17,2005,Ubisoft,Action,1,1,6.95,65,1,0,0,Action|MedievalFantasy|FirstPerson|ThirdPerson,M
Nintendo DS,Burnout Legends,0.16,2005,EA,"Action, Racing / Driving",0,0,17.95,38,1,0,1,Action|Racing|FirstPerson|ThirdPerson,E
Nintendo DS,Meteos,0.16,2005,Nintendo,Strategy,0,0,15.95,88,1,0,0,Strategy|Puzzle,E
Nintendo DS,Spyro: Shadow Legacy,0.15,2005,"Sierra Entertainment, Inc., Vivendi Universal Games, Inc.",Role-Playing (RPG),1,0,17.95,50,1,0,0,RPG|Puzzle|ThirdPerson,E
Sony PSP,The Con,0.15,2005,Sony,Action,0,0,8.95,63,1,0,0,Action|Fighting|ThirdPerson,T
Sony PSP,Infected,0.15,2005,Majesco Entertainment Company,Action,0,0,17.95,74,1,1,0,Action|Shooter|ThirdPerson,M
Nintendo DS,Trace Memory,0.14,2005,Nintendo,Adventure,0,0,14.95,70,1,0,0,Adventure|Puzzle|FirstPerson|TopDown|ThirdPerson,T
Sony PSP,Pursuit Force,0.14,2005,Sony,"Action, Racing / Driving",0,0,14.95,75,1,0,0,Action|Racing|Shooter|FirstPerson|ThirdPerson,T
Sony PSP,Kingdom of Paradise,0.13,2005,Sony,"Action, Role-Playing (RPG)",0,0,12.95,72,2,1,0,Action|RPG|Anime|Fighting|MartialArts|ThirdPerson,T
Nintendo DS,Dragon Ball Z: Supersonic Warriors 2,0.13,2005,Atari,Action,1,0,22.95,66,1,0,0,Action|Anime|Fighting|MartialArts|SideScrolling|ThirdPerson,T
Nintendo DS,Dragon Quest Heroes: Rocket Slime,0.13,2005,SquareEnix,Action,1,0,12.95,83,1,0,0,Action|TurnBased|TopDown|ThirdPerson,E
Sony PSP,Dead to Rights: Reckoning,0.13,2005,Namco,Action,1,0,14.95,54,1,1,0,Action|Fighting|FirstPerson|ThirdPerson,M
Sony PSP,World Championship Poker 2 featuring Howard Led...,0.13,2005,"Crave Entertainment, Inc., Oxygen Interactive Software Ltd.",Simulation,1,0,9.95,65,1,0,1,Simulation|Cards|Casino|FirstPerson|ThirdPerson,T
X360,Amped 3,0.13,2005,2K,Sports,1,0,14.95,72,1,0,0,Sports|Snowboarding|ThirdPerson,E
Nintendo DS,Break 'em All,0.12,2005,"D3Publisher Inc., D3Publisher of America, Inc.",Action,0,0,17.95,68,1,0,0,Action|Arcade|Paddle,E
Nintendo DS,Lunar: Dragon Song,0.12,2005,Ubisoft,Role-Playing (RPG),0,0,14.95,59,1,0,0,RPG|Anime|MedievalFantasy|Isometric|ThirdPerson,Unknown
Nintendo DS,Madden NFL 06,0.12,2005,EA,Sports,1,0,9.95,66,1,0,1,Sports|AmericanFootball|ThirdPerson,E
Nintendo DS,Retro Atari Classics,0.12,2005,Atari,"Action, Racing / Driving, Simulation",0,1,12.95,51,1,0,0,Action|Racing|Simulation|Arcade|Paddle|Shooter|TopDown,E
Nintendo DS,True Swing Golf,0.12,2005,Nintendo,Sports,0,0,14.95,66,1,0,0,Sports|Golf,E
Sony PSP,FIFA Soccer,0.12,2005,EA,Sports,1,0,14.95,73,1,0,1,Sports|Soccer|ThirdPerson,E
Sony PSP,Metal Gear Ac!d 2,0.12,2005,Konami,Strategy,0,0,12.95,80,1,1,0,Strategy|Spy|TurnBased|ThirdPerson,M
Nintendo DS,ATV Quad Frenzy,0.11,2005,"Majesco Sales, Inc., Majesco Europe Ltd.","Racing / Driving, Sports",0,0,14.95,35,1,0,0,Racing|Sports|OffRoad|ThirdPerson,E
Nintendo DS,Bomberman,0.11,2005,Ubisoft,Strategy,1,0,17.95,75,1,0,1,Strategy|Arcade|Puzzle|SciFi|TopDown,E
Nintendo DS,GoldenEye: Rogue Agent,0.11,2005,EA,Action,1,0,14.95,58,1,0,1,Action|Fighting|Shooter|FirstPerson,T
Nintendo DS,Need for Speed Underground 2,0.11,2005,EA,Racing / Driving,1,0,22.95,65,1,0,1,Racing|FirstPerson|ThirdPerson,E
Sony PSP,FIFA Soccer 06,0.11,2005,EA,Sports,1,0,16.95,77,1,1,1,Sports|Soccer|ThirdPerson,E
Sony PSP,Frogger: Helmet Chaos,0.11,2005,Konami,Action,1,0,19.95,66,1,0,1,Action|Puzzle|Platform|TopDown,E
Sony PSP,The Lord of the Rings: Tactics,0.11,2005,EA,"Role-Playing (RPG), Strategy",0,0,19.95,64,1,1,0,RPG|Strategy|MedievalFantasy|Isometric,T
Sony PSP,Rengoku: The Tower of Purgatory,0.11,2005,Konami,"Action, Role-Playing (RPG)",0,0,12.95,43,1,1,0,Action|RPG|Cyberpunk|SciFi|ThirdPerson,M
Sony PSP,Gretzky NHL,0.1,2005,Sony,Sports,0,0,9.95,61,2,0,0,Sports|Hockey|TopDown|ThirdPerson,E
X360,Ridge Racer 6,0.1,2005,EA,Racing / Driving,1,0,14.95,74,2,1,0,Racing|FirstPerson|ThirdPerson,E
Nintendo DS,Ford Racing 3,0.1,2005,"Destination Software, Inc.","Action, Racing / Driving",1,0,14.95,49,1,0,1,Action|Racing|FirstPerson|ThirdPerson,E
Sony PSP,World Tour Soccer,0.1,2005,Sony,Sports,0,0,12.95,70,1,1,0,Sports|Soccer|ThirdPerson,E
X360,NHL 2K6 ,0.1,2005,2K,Sports,1,0,5.95,75,1,0,1,Sports,Unknown
Nintendo DS,Bust-a-Move DS,0.09,2005,"505 GameStreet, Majesco Entertainment Company","Action, Strategy",0,1,17.95,75,1,0,0,Action|Strategy|Anime|Arcade|ThirdPerson,E
Nintendo DS,Battles of Prince of Persia,0.09,2005,Ubisoft,Strategy,1,0,14.95,64,1,0,0,Strategy|Cards|Isometric,Unknown
Nintendo DS,Snood 2: On Vacation,0.09,2005,"Destination Software, Inc.","Action, Strategy",1,0,11.95,46,1,0,0,Action|Strategy|Puzzle|ThirdPerson,E
Sony PSP,GripShift,0.09,2005,Ubisoft,Racing / Driving,0,0,9.95,70,1,1,0,Racing|Arcade|Puzzle|ThirdPerson,E
Nintendo DS,Marvel Nemesis: Rise of the Imperfects ,0.08,2005,EA,Action,0,0,14.95,34,1,0,1,Action|Comics|Fighting|SciFi|ThirdPerson,T
Nintendo DS,Scooby-Doo! Unmasked,0.08,2005,THQ,Action,0,0,17.95,60,1,0,1,Action|Detective|Puzzle|Platform|SideScrolling|ThirdPerson,E
Nintendo DS,Viewtiful Joe: Double Trouble!,0.08,2005,Capcom,Action,1,0,14.95,73,1,0,0,Action|Platform|SideScrolling|ThirdPerson,T
Sony PSP,Frantix,0.08,2005,Ubisoft,Action,0,0,12.95,59,1,0,0,Action|Puzzle|ThirdPerson,E
Sony PSP,The Legend of Heroes: A Tear of Vermillion,0.08,2005,"Bandai Co., Ltd., Bandai Games Inc.",Role-Playing (RPG),0,0,17.95,68,1,0,0,RPG|MedievalFantasy|TopDown,T
Sony PSP,PQ: Practical Intelligence Quotient,0.08,2005,"D3Publisher of America, Inc., D3Publisher of Europe Ltd., Now Production Co., Ltd.",Strategy,0,0,14.95,69,1,0,0,Strategy|Puzzle|ThirdPerson,E
Nintendo DS,Lost in Blue,0.07,2005,Konami,Role-Playing (RPG),0,0,24.95,69,1,0,0,RPG|Puzzle|ThirdPerson,Unknown
Sony PSP,Ghost in the Shell: Stand Alone Complex,0.07,2005,Sony,Action,0,0,14.95,61,1,1,0,Action|Anime|SciFi|Shooter|FirstPerson,M
Sony PSP,The Hustle: Detroit Streets,0.07,2005,Activision,Sports,0,0,7.95,51,1,1,1,Sports|Pool|Isometric,T
Nintendo DS,Dig Dug: Digging Strike,0.06,2005,Namco,Action,0,1,16.95,65,1,0,0,Action|Arcade|TopDown,E
Nintendo DS,Frogger: Helmet Chaos,0.06,2005,Konami,Action,1,0,17.95,69,1,0,1,Action|Puzzle|Platform|TopDown,E
Nintendo DS,Mega Man Battle Network 5: Double Team DS,0.06,2005,Capcom,"Action, Role-Playing (RPG)",1,0,17.95,68,1,0,0,Action|RPG|Anime|Puzzle|SciFi|Shooter|Isometric|ThirdPerson,E
Nintendo DS,Nanostray,0.06,2005,THQ,Action,0,0,17.95,71,1,0,0,Action|SciFi|Shooter|TopDown,E
Nintendo DS,Sega Casino,0.06,2005,Sega,Simulation,0,0,17.95,61,1,0,0,Simulation|Cards|Casino|TopDown,T
Nintendo DS,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,0.06,2005,Konami,"Action, Adventure",1,0,17.95,58,1,0,1,Action|Adventure|Fighting|MartialArts|SideScrolling,E
Sony PSP,Pac-Man World 3,0.06,2005,EA,Action,1,0,24.95,61,1,1,1,Action|Platform|ThirdPerson,E
Sony PSP,Smart Bomb,0.06,2005,Eidos,"Action, Strategy",0,0,14.95,45,1,1,0,Action|Strategy|Puzzle|TopDown,E
Sony PSP,Tokobot,0.06,2005,"Take-Two Interactive Software Europe Ltd., Tecmo, Inc.",Strategy,0,0,17.95,72,1,0,0,Strategy|Anime|Puzzle|Platform|ThirdPerson,E
Nintendo DS,Fullmetal Alchemist: Dual Sympathy,0.05,2005,"Bandai Co., Ltd., Destineer",Action,1,0,14.95,58,1,0,0,Action|Anime|Fighting|SideScrolling|ThirdPerson,T
Sony PSP,Exit,0.05,2005,Ubisoft,Action,0,0,9.95,77,1,0,1,Action|Puzzle|Platform|SideScrolling|ThirdPerson,E
Nintendo DS,Bubble Bobble Revolution,0.04,2005,"Codemasters Software Company Limited, The, Rising Star Games Ltd.",Action,0,1,17.95,38,1,0,0,Action|Arcade|Platform|SideScrolling|ThirdPerson,E
Nintendo DS,Elf Bowling 1&2,0.02,2005,Ignition Entertainment Ltd. USA,"Action, Sports",0,0,17.95,12,2,0,0,Action|Sports|Bowling|ThirdPerson,E
Nintendo DS,The Rub Rabbits!,0.02,2005,Sega,"Action, Adventure",0,0,17.95,68,2,0,0,Action|Adventure|Puzzle|Isometric|TopDown|ThirdPerson,T
Nintendo DS,Rainbow Islands Revolution,0.02,2005,"Codemasters Software Company Limited, The, Rising Star Games Ltd., Taito Corporation",Action,0,1,14.95,54,1,0,0,Action|Arcade|Platform|ThirdPerson,E
Sony PSP,Kao Challengers,0.02,2005,Atari,Action,0,0,14.95,57,1,1,0,Action|Arcade|ThirdPerson,E
Nintendo DS,Electroplankton,0.01,2005,Nintendo,Simulation,0,0,29.95,71,1,0,0,Simulation|Meditative|RhythmAction,E
Nintendo DS,LifeSigns: Surgical Unit,0.01,2005,"DreamCatcher Interactive Inc., Spike Co., Ltd.","Simulation, Strategy",0,0,22.95,61,1,0,0,Simulation|Strategy|Anime|Puzzle|FirstPerson|TopDown,T
Nintendo DS,Space Invaders Revolution,0.01,2005,"Mastiff, LLC, Rising Star Games Ltd.",Action,1,0,13.95,49,1,0,0,Action|Arcade|SciFi|Shooter,E
Nintendo Wii,Wii Play,14.66,2006,Nintendo,"Action, Sports",0,0,14.95,58,2,0,0,Action|Sports|Fishing|PingPong|Pool|FirstPerson|ThirdPerson,E
Nintendo DS,New Super Mario Bros.,10.03,2006,Nintendo,Action,1,0,27.95,89,1,0,1,Action|Arcade|Platform|SideScrolling,E
Nintendo DS,Pokemon Diamond,6.77,2006,Nintendo,Role-Playing (RPG),1,0,27.95,85,1,0,0,RPG,E
Nintendo DS,Pokemon Pearl,6.77,2006,Nintendo,Role-Playing (RPG),1,0,26.95,85,1,0,0,RPG,E
X360,Gears of War,3.7,2006,Microsoft,Action,0,0,19.95,94,2,1,0,Action|SciFi|Shooter|ThirdPerson,M
Nintendo Wii,The Legend of Zelda: Twilight Princess,3.33,2006,Nintendo,"Action, Role-Playing (RPG)",1,0,39.95,95,1,0,1,Action|RPG|MedievalFantasy|Puzzle|ThirdPerson,T
Nintendo DS,Cooking Mama,2.9,2006,"505 GameStreet, Majesco Entertainment Company, Taito Corporation",Simulation,0,0,17.95,67,1,0,0,Simulation|FirstPerson,E
X360,Marvel Ultimate Alliance,2.42,2006,Activision,"Action, Role-Playing (RPG)",0,0,14.95,82,4,1,1,Action|RPG|Comics|Fighting|SciFi|ThirdPerson,T
Sony PSP,Daxter,2.38,2006,Sony,Action,1,0,14.95,85,1,1,0,Action|Platform|ThirdPerson,Unknown
X360,The Elder Scrolls IV: Oblivion,2.12,2006,2K,"Action, Role-Playing (RPG)",1,0,19.95,94,1,0,1,Action|RPG|MedievalFantasy|FirstPerson|ThirdPerson,M
X360,Madden NFL 07,1.77,2006,EA,Sports,1,0,4.95,80,2,1,1,Sports|AmericanFootball|ThirdPerson,E
Sony PSP,Grand Theft Auto: Vice City Stories,1.72,2006,Rockstar,"Action, Racing / Driving",1,0,17.95,86,1,1,1,Action|Racing|Fighting|Shooter|ThirdPerson,M
PlayStation 3,Resistance: Fall of Man,1.61,2006,Sony,Action,0,0,19.95,86,4,1,0,Action|SciFi|Shooter|FirstPerson,M
PlayStation 3,MotorStorm,1.58,2006,Sony,"Action, Racing / Driving, Sports",0,0,16.95,82,1,1,0,Action|Racing|Sports|Motorcycle|OffRoad|FirstPerson|ThirdPerson,T
X360,Call of Duty 3,1.51,2006,Activision,Action,1,0,16.95,82,2,1,1,Action|HistoricalBattle|Shooter|FirstPerson,T
Nintendo DS,Yoshi's Island DS,1.49,2006,Nintendo,Action,1,1,27.95,81,1,0,0,Action|Puzzle|Platform|SideScrolling|ThirdPerson,E
X360,Tom Clancy's Ghost Recon: Advanced Warfighter,1.46,2006,Ubisoft,Action,1,0,14.95,90,4,1,1,Action|Shooter|FirstPerson|ThirdPerson,T
X360,Fight Night Round 3,1.4,2006,EA,"Action, Sports",1,0,14.95,86,2,1,1,Action|Sports|Fighting|Boxing|ThirdPerson,T
Nintendo DS,Pokemon Ranger,1.36,2006,Nintendo,Role-Playing (RPG),1,0,19.95,69,1,0,0,RPG|Isometric|ThirdPerson,E
Nintendo Wii,Rayman Raving Rabbids,1.26,2006,Ubisoft,Action,0,0,17.95,76,4,0,1,Action|Boardgame|Puzzle|FirstPerson|ThirdPerson,E
X360,Saints Row,1.23,2006,THQ,"Action, Racing / Driving",0,0,14.95,81,1,1,0,Action|Racing|Fighting|Shooter|ThirdPerson,M
X360,Tom Clancy's Rainbow Six: Vegas,1.19,2006,Ubisoft,Action,1,0,14.95,88,2,1,1,Action|Shooter|FirstPerson|ThirdPerson,M
X360,Dead Rising,1.16,2006,Capcom,Action,0,0,16.95,85,1,0,0,Action|Shooter|SurvivalHorror|ThirdPerson,M
Nintendo Wii,Call of Duty 3,1.15,2006,Activision,Action,1,0,19.95,69,1,0,1,Action|HistoricalBattle|Shooter|FirstPerson,T
X360,Lost Planet: Extreme Condition,1.15,2006,Capcom,Action,0,0,12.95,79,1,1,1,Action|SciFi|Shooter|FirstPerson|ThirdPerson,T
Nintendo DS,Mario Hoops 3 on 3,1.03,2006,Nintendo,Sports,0,0,22.95,69,1,0,0,Sports|Basketball|ThirdPerson,E
Nintendo DS,LEGO Star Wars II: The Original Trilogy,1.02,2006,EA,Action,1,0,17.95,47,1,0,1,Action|Fighting|SciFi|Platform|ThirdPerson,E
Nintendo Wii,Super Monkey Ball: Banana Blitz,1.0,2006,Sega,Action,1,0,14.95,74,4,0,0,Action|Puzzle|ThirdPerson,E
Nintendo DS,The Sims 2: Pets,0.97,2006,EA,Simulation,1,0,14.95,49,1,0,1,Simulation|Puzzle|RealTime|ThirdPerson,E
Sony PSP,Need for Speed: Carbon - Own the City,0.93,2006,EA,Racing / Driving,1,0,16.95,73,1,1,1,Racing|FirstPerson|ThirdPerson,Unknown
Nintendo Wii,WarioWare: Smooth Moves,0.9,2006,Nintendo,"Action, Racing / Driving, Sports",1,0,39.95,83,6,0,0,Action|Racing|Sports|Boardgame|RhythmAction|Bowling|Tricks|FirstPerson,Unknown
PlayStation 3,Fight Night Round 3,0.86,2006,EA,"Action, Sports",1,0,13.95,83,2,1,1,Action|Sports|Fighting|Boxing|ThirdPerson,T
Nintendo DS,Final Fantasy III,0.86,2006,SquareEnix,Role-Playing (RPG),1,1,17.95,77,1,1,0,RPG|Anime|MedievalFantasy|Puzzle|SciFi|TurnBased|TopDown|ThirdPerson,Unknown
Sony PSP,SOCOM: U.S. Navy SEALs - Fireteam Bravo 2,0.86,2006,Sony,Action,1,0,16.95,81,1,0,0,Action|Shooter|ThirdPerson,T
Sony PSP,Madden NFL 07,0.83,2006,EA,Sports,1,0,9.95,78,1,0,1,Sports|AmericanFootball|ThirdPerson,E
Nintendo Wii,Monster 4x4: World Circuit,0.82,2006,Ubisoft,Racing / Driving,0,0,12.95,51,4,0,0,Racing|FirstPerson|ThirdPerson,E
Nintendo DS,Kirby: Squeak Squad,0.82,2006,Nintendo,Action,1,0,27.95,71,1,0,0,Action|Puzzle|Platform,E
Nintendo Wii,Pokemon Battle Revolution,0.81,2006,Nintendo,"Action, Strategy",1,0,39.95,53,4,1,0,Action|Strategy|Anime|ThirdPerson,E
Sony PSP,Medal of Honor: Heroes,0.81,2006,EA,Action,1,0,14.95,71,1,1,0,Action|HistoricalBattle|Shooter|FirstPerson,T
Sony PSP,Tekken: Dark Resurrection,0.81,2006,Namco,Action,1,1,17.95,88,1,1,0,Action|Arcade|Fighting|ThirdPerson,T
X360,Need for Speed: Carbon,0.78,2006,EA,Racing / Driving,1,0,16.95,77,2,1,1,Racing|FirstPerson|ThirdPerson,Unknown
Nintendo DS,Mario vs. Donkey Kong 2: March of the Minis,0.77,2006,Nintendo,Action,1,0,27.95,76,1,0,0,Action|Puzzle|RealTime|Platform,E
Sony PSP,Sonic Rivals,0.76,2006,Sega,"Action, Racing / Driving",0,0,17.95,64,1,0,0,Action|Racing|SideScrolling|ThirdPerson,E
Sony PSP,Disney/Pixar Cars,0.71,2006,THQ,Racing / Driving,0,0,12.95,70,4,0,1,Racing|FirstPerson|ThirdPerson,E
X360,NCAA Football 07,0.7,2006,EA,Sports,1,0,4.95,79,2,1,1,Sports|AmericanFootball|ThirdPerson,E
Sony PSP,Mortal Kombat: Unchained,0.67,2006,Midway,Action,0,1,17.95,70,2,1,0,Action|Chess|Fighting|MartialArts|Puzzle|ThirdPerson,M
Sony PSP,MX vs. ATV: On the Edge,0.67,2006,THQ,"Racing / Driving, Sports",1,0,16.95,68,1,1,0,Racing|Sports|Motorcycle|OffRoad|FirstPerson|ThirdPerson,E
X360,Tom Clancy's Splinter Cell: Double Agent,0.67,2006,Ubisoft,Action,1,0,17.95,85,1,1,1,Action|Shooter|Spy|Stealth|FirstPerson|ThirdPerson,M
Nintendo DS,Tetris DS,0.66,2006,Nintendo,Strategy,1,1,17.95,84,1,1,0,Strategy|Puzzle|RealTime|ThirdPerson,E
Sony PSP,LEGO Star Wars II: The Original Trilogy,0.61,2006,"LucasArts, TT Games Publishing Ltd",Action,1,0,17.95,83,2,1,1,Action|Fighting|SciFi|Platform|ThirdPerson,Unknown
Nintendo Wii,Red Steel,0.58,2006,Ubisoft,Action,0,0,14.95,63,4,0,0,Action|MartialArts|Shooter|FirstPerson,T
Nintendo DS,Metroid Prime: Hunters,0.58,2006,Nintendo,Action,1,0,27.95,85,1,0,0,Action|Cyberpunk|Puzzle|SciFi|Shooter|SurvivalHorror|FirstPerson,T
X360,LEGO Star Wars II: The Original Trilogy,0.57,2006,"LucasArts, TT Games Publishing Ltd",Action,1,0,14.95,81,2,0,0,Action|Fighting|SciFi|Platform|ThirdPerson,Unknown
X360,NBA 2K7 ,0.56,2006,2K,Sports,1,0,4.95,84,1,0,1,Sports,E
Sony PSP,SEGA Genesis Collection,0.55,2006,Sega,"Action, Racing / Driving, Role-Playing (RPG), Strategy",0,1,17.95,82,2,1,1,Action|Racing|RPG|Strategy|Anime|Arcade|Boardgame|Comics|Fighting|Helicoptor|Horror|MartialArts|MedievalFantasy|Puzzle|SciFi|Shooter|Stealth|TurnBased|FirstPerson|Platform|Isometric|SideScrolling|TopDown|ThirdPerson,T
PlayStation 3,Call of Duty 3,0.52,2006,Activision,Action,1,0,19.95,80,1,1,1,Action|HistoricalBattle|Shooter|FirstPerson,T
Sony PSP,NBA Live 07,0.51,2006,EA,Sports,1,0,7.95,64,1,1,1,Sports|Basketball|ThirdPerson,E
Nintendo Wii,GT Pro Series,0.49,2006,Ubisoft,Racing / Driving,0,0,14.95,41,4,0,0,Racing|FirstPerson|ThirdPerson,E
PlayStation 3,Madden NFL 07,0.49,2006,EA,Sports,1,0,6.95,76,2,1,1,Sports|AmericanFootball|ThirdPerson,E
Sony PSP,SpongeBob SquarePants: The Yellow Avenger,0.49,2006,THQ,Action,0,0,12.95,48,1,1,1,Action|Puzzle|Platform|SideScrolling|ThirdPerson,E
Nintendo Wii,Madden NFL 07,0.48,2006,EA,Sports,1,0,9.95,81,4,0,1,Sports|AmericanFootball|ThirdPerson,E
Sony PSP,Fight Night Round 3,0.48,2006,EA,"Action, Simulation, Sports",1,0,16.95,74,2,0,1,Action|Simulation|Sports|Fighting|Boxing|ThirdPerson,T
